adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 181502, 'name': 'Screwballs Collection', 'poster_path': '/f0CE1YbA5AC79JNxo9CVfeSVcMW.jpg', 'backdrop_path': '/mDVBnGb8K0RPxrWkQS7IyUUUyDy.jpg'}",945000,"[{'id': 35, 'name': 'Comedy'}]",,44191,tt0089501,en,Loose Screws,"Brad, Steve, Hue, and Marvin are four get-nowhere boys who are forced into summer school, ending up at Cockswell Academy under the supervision of Principal Arsenault. The boys play a game where they earn points for every girl with which they score. On misadventures of their own, they decide to go for the ultimate 100-point score, Mona Lott, the new French teacher. But when they're unable to get a shot at her, they end up in the unforgiving clutches of the principal. After all is lost, they take one final chance during the school's anniversary celebration.",1.589406,/fwymHtvUcb7CHcvtllOId0Ovi1x.jpg,"[{'name': 'Crazy Wheels Film Corporation', 'id': 24309}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",7/19/85,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,More fun than you can shake your stick at!,Loose Screws,FALSE,5.3,14
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.khartonline.com/,27866,tt1420554,en,Kevin Hart: I'm a Grown Little Man,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",1.784753,/eGR1PmPG3erNiIXOg86o6JMtqmf.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/3/09,0,72,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kevin Hart: I'm a Grown Little Man,FALSE,7.5,41
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,83132,tt0052234,en,St. Louis Blues,"Will Handy grows up in Memphis with his preacher father and his Aunt Hagar. His father intends for him to use his musical gifts only in church, but he can't stay away from the music of the streets and workers. After he writes a theme song for a local politician, Gogo, a speakeasy singer, convinces Will to be her accompanist. Will is estranged from his father for many years while he writes and publishes many blues songs. At last the family is reunited when Gogo brings them to New York to see Will's music played by a symphony orchestra.",0.157373,/1tWbwLPmBZX2EotaPF5XUA9gKwd.jpg,[],[],4/7/58,0,105,[],Released,,St. Louis Blues,FALSE,7,1
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.keepaustinhigh.com/,110553,tt1683524,en,Austin High,What would happen if a group of high school slackers grew up and became the faculty at their own high school?,0.394536,/zmtCiXSPqpIdYRsZEYdyDpN7hc7.jpg,[],[],10/22/11,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Austin High,FALSE,6.7,3
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,6591,tt0068416,it,Cosa avete fatto a Solange?,"After several coeds are murdered at a college, a professor (Fabio Testi) who is involved with a student becomes a suspect, along with several other male and female teachers.",2.697093,/qjwA6QM0xNi3ST7OZn93Lc2siyN.jpg,"[{'name': 'Italian International Film', 'id': 1429}, {'name': 'Rialto Film Preben-Philipsen', 'id': 3602}, {'name': 'Clodio Cinematografica', 'id': 11595}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",3/9/72,0,103,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,What Have You Done to Solange?,FALSE,7.2,30
FALSE,,0,"[{'id': 53, 'name': 'Thriller'}]",,183635,tt0078445,it,Un uomo in ginocchio,"Nino, a regular working-class guy, finds that a hitman has been hired to kill him. He discovers that a wealthy woman has been kidnapped and that everyone who was involved in it is being killed off. However, Nino had nothing to do with the kidnapping and has to find out who has sent the killers and stop them before it's too late.",0.00022,/AhPZicMvmgAUXH4FWFaTxQHwaYm.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",4/13/79,0,0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,A Man on His Knees,FALSE,4,1
FALSE,,6000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,8014,tt0392883,en,Valley of Flowers,"A Himalayan legend of a love struggling against the inevitability of death, an astonishing tale spanning from the early 19th century mountain existence, to hectic, bustling modern day Tokyo.",0.307463,/KipRESy7lGNfV2FvjoDLCl8jIZ.jpg,"[{'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Diaphana Films', 'id': 744}, {'name': 'Elzévir Films', 'id': 836}, {'name': 'Eurimages', 'id': 850}, {'name': 'TPS Star', 'id': 6586}, {'name': 'TF1 International', 'id': 7799}, {'name': 'Programme MEDIA de la Communauté Européenne', 'id': 11248}, {'name': 'Monsoon Films Private Limited', 'id': 13198}, {'name': 'Pan Nalin Pictures', 'id': 13199}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Filmcoopi Zürich', 'id': 19932}, {'name': 'Hessen Invest', 'id': 21644}, {'name': 'WonderWorks', 'id': 21645}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",7/15/06,0,120,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Valley of Flowers,FALSE,7.4,5
FALSE,"{'id': 63170, 'name': 'Jönsson Gang', 'poster_path': '/1FiwqSxKYbg3mfbL7QBXe6XFJUT.jpg', 'backdrop_path': '/jL9sAZ1p5EQuMKhFqJpgbdntefw.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,37727,tt0087527,sv,Jönssonligan får guldfeber,"Sickan has a new plan. This time, the gang are going to steal a small computer micro chip which contains...",0.055894,/xkCut1F85eYJkzfIHreV2lMOb1I.jpg,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Nordisk Tonefilm', 'id': 8222}, {'name': 'Papphammar Produktion', 'id': 10626}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",10/19/84,0,101,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Han verkar väldigt tidsbunden.,Jönssonligan får guldfeber,FALSE,5.3,14
FALSE,"{'id': 63170, 'name': 'Jönsson Gang', 'poster_path': '/1FiwqSxKYbg3mfbL7QBXe6XFJUT.jpg', 'backdrop_path': '/jL9sAZ1p5EQuMKhFqJpgbdntefw.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,37731,tt0113510,sv,Jönssonligans största kupp,"When Vanheden and Dynamit-Harry tries to break doctor Busé out of jail, they get Herman Melvin instead...",0.364376,/dI9N1fXj7KrnnN2wpG2mx8dZecC.jpg,"[{'name': 'Tonefilm', 'id': 7983}, {'name': 'Zespól Filmowy ""Tor""', 'id': 7984}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",2/3/95,0,99,"[{'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Jönssonligans största kupp,FALSE,5.6,7
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,8743,tt0353962,sv,Rånarna,"A gang of highly efficient and cold hearted robbers strike against a number of banks in Stockholm. The investigation ends up with the criminal detective Klara and the SWAT commander Greger Krona, who together lead the hunt for the robbers. Their investigation takes them in a dangerous direction that proves to have unforeseen consequences. The hunt for the robbers is intense and their methods become more refined and terrifying. Klara ends up in the line of fire, both literally and figuratively, and the investigation takes her in a direction that she could never have imagined.",0.437956,/c5hmCnpJoLTHoNeOWTFXiOeZ58p.jpg,"[{'name': 'Lefwander Kapitalförvaltning AB', 'id': 2495}, {'name': 'Röde Orm Filmproduktion AB', 'id': 2496}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",12/13/03,0,100,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,At Point Blank,FALSE,4.5,5
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",http://www.theknightofcupsmovie.com/,86835,tt2101383,en,Knight of Cups,"Rick is a screenwriter living in Los Angeles. While successful in his career, his life feels empty. Haunted and confused, he finds temporary solace in the decadent Hollywood excess that defines his existence. Women provide a distraction to his daily pain, and every encounter brings him closer to finding his place in the world.",6.88947,/zGN0fefqK6hg2ffxD3R7nRyaZcF.jpg,"[{'name': 'Waypoint Entertainment', 'id': 22842}, {'name': 'Dogwood Films', 'id': 68662}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/8/15,566006,118,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,A quest.,Knight of Cups,FALSE,5.7,198
FALSE,,98,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,8906,tt1037228,de,Wolke 9,A romantic drama about a woman who enters into an affair after 30 years of marriage.,1.23697,/qMy6iMc4aygfw3wuCtCdbRyjG5a.jpg,"[{'name': 'Peter Rommel Productions', 'id': 166}, {'name': 'Senator International', 'id': 830}, {'name': 'ARTE', 'id': 5766}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",5/17/08,0,98,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,A Story of New Love in Old Age,Cloud 9,FALSE,5.6,11
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,2141,tt0240628,en,James Dean,"The man behind the legend and a knowing look at the 1950's Hollywood are revealed in this dynamic bioepic of the meteoric star whose troubled life echoed his gut-grabbing performances in East of Eden, Rebel Without A Cause and Giant.",1.934817,/9RZ4LZYOqtTQWoP7a1jUgXi752e.jpg,"[{'name': 'Five Mile River Films', 'id': 974}, {'name': 'Gerber Pictures', 'id': 975}, {'name': 'Marvin Worth Productions', 'id': 976}, {'name': 'Splendid Television', 'id': 977}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/4/01,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The stars that burn brightest burn quickest,James Dean,FALSE,6.9,31
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,5602,tt0071449,fr,Dupont Lajoie,"As every summer, Georges Lajoie, his wife Ginette and grown-up son Léon go on holiday to Loulou's campsite. They join old friends, the Schumachers and the Colins. Brigitte Colin, the daughter, is quite a pretty young girl now. One day, Georges rapes and murders her. He hides the body near the barracks of the immigrant Arab workers. The racism of the campers will do the rest... A virulent lampoon against the average Frenchman's racism.",0.729701,/b3JzOkluLJMK4kd9lF2F00znJI6.jpg,"[{'name': 'Sofracima', 'id': 12795}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2/26/75,0,90,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Common Man,FALSE,5.6,5
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,91571,tt0068420,fr,La course du lièvre à travers les champs,"A crook on the run hooks up with a criminal gang to commit a kidnapping. However, things don't go quite as planned.",0.000844,/yuNT9Dw8x77gErEiTmwljp6o0Z2.jpg,"[{'name': 'Greenwich Film Productions', 'id': 1657}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",9/15/72,0,122,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Wish Robert Ryan and Jean-Louis Trintignant luck!,And Hope to Die,FALSE,6.5,1
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,3004,tt0065361,en,12 + 1,"Mario, a young philanderer, receives 13 antique chairs in a bad state by inheritance and decides to sell off them to get some money. Afterwards he gets to know that one of them contains documents worth a lot of money. So he begins an adventurous trip to regain possession of the chair. On the way he meets many strange people who would like to help or to swindle him.",0.97354,/wUnv1jhqLtpIglOfcQKChhT4bED.jpg,"[{'name': 'C.O.F.C.I.', 'id': 1287}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",10/6/69,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sharon Tate, in her last movie, finally released to the public!!",Twelve Plus One,FALSE,5.3,4
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,104644,tt0070599,en,A Reflection of Fear,"A young girl lives with her mother and grandmother. One day her estranged father returns home with a female companion he introduces as his fiance. Soon the girl finds herself in the midst of strange goings-on, which evolve into a web of crime and murder.",0.04586,/dYcj2TmkNehzbBC1CnLHKeVLnOI.jpg,[],[],2/12/73,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A cry in the night... A gasp in the dark...,A Reflection of Fear,FALSE,8,2
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,95744,tt1847629,en,La montaña rusa,"Three childhood friends meet again many years later, a woman and two men. A triangle. In one corner, sex, in another, love, and in the middle ... the protagonist in a mess. Romantic and sentimental comedy about sex, love and its many complicated combinations.",0.578269,/m5Gfovs3agdVYidF7qTHOiOKEkl.jpg,"[{'name': 'Enrique Cerezo Producciones Cinematográficas S.A.', 'id': 8521}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",3/15/12,0,110,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,La montaña rusa,FALSE,5,3
FALSE,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",,54796,tt0433649,en,Thicker than Water,"After the death of her father, Natalie Travers (Melissa Gilbert) discovers he was married to a rodeo star before he married Natalie’s mother. Upset that her father kept part of his life a secret from her and bewildered over how a prominent judge could fall for a cowgirl, she sets out to find Maggie Mae Jarrett. But Natalie meets her daughter Jessie Mae Jarrett (Lindsay Wagner) who is struggling to keep the wild horses on her land alive and safe.",0.119372,/tADy9ECvvPRNiQipXWvfE28NuOU.jpg,"[{'name': 'Larry Levinson Productions', 'id': 3282}, {'name': 'Alpine Medien Productions', 'id': 3693}, {'name': 'Hallmark Entertainment', 'id': 4056}, {'name': 'MAT IV', 'id': 95097}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/23/05,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Thicker than Water,FALSE,5.5,2
FALSE,,0,"[{'id': 28, 'name': 'Action'}]",,92309,tt0076404,en,The Monkey Hustle,"A new highway threatens a Chicago neighborhood, so to protest the residents throw a block party.",0.070831,/3MLSxGAtcNWUoOAgtbIdaVJ9XsJ.jpg,[],[],12/24/76,0,90,[],Released,Live the scam. Work the sham.,The Monkey Hustle,FALSE,5.8,2
FALSE,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.severin-films.com/perl/search.pl?CO=SEV1109,2993,tt0065148,it,Una sull'altra,An insurance scam lands a man on death row for murdering his wife. What everyone doesn't know is she really isn't dead.,1.550671,/nUbGgZU5VCCjwa2c0sPpvpPv2P7.jpg,"[{'name': 'Les Productions Jacques Roitfeld', 'id': 1527}, {'name': 'Empire Films', 'id': 2324}, {'name': 'Trébol Films C.C.', 'id': 9220}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",8/15/69,0,97,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"What Is The Most Incredible Thing A Woman Ever Did For $1,000,000?",One on Top of the Other,FALSE,7,12
FALSE,,0,"[{'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",,6547,tt0105328,de,Schtonk!,"Schtonk! is a farce of the actual events of 1983, when Germany's Stern magazine published, with great fanfare, 60 volumes of the alleged diaries of Adolf Hitler – which two weeks later turned out to be entirely fake.  Fritz Knobel (based on real-life forger Konrad Kujau) supports himself by faking and selling Nazi memorabilia. When Knobel writes and sells a volume of Hitler's (nonexistent) diaries, he thinks it's just another job.  When sleazy journalist Hermann Willié learns of the diaries, however, he quickly realizes their potential value... and Knobel is quickly in over his head. As the pressure builds and Knobel is forced to deliver more and more volumes of the fake diaries, he finds himself acting increasingly like the man whose life he is rewriting. The film is a romping and hilarious satire, poking fun not only at the events and characters involved in the hoax (who are only thinly disguised in the film), but at the discomfort Germany has with its difficult past.",0.865615,/nhcbyqalhtDbbhnoKCYZdtOIRHk.jpg,"[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",3/12/92,0,115,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,One of the first funny german look at its past.,Schtonk!,FALSE,6.7,16
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,27706,tt0073367,en,Il medaglione insanguinato,"The titular medallion is a gift presented to young Nicole Elmi. Once the girl places the gift around her neck, she is possessed by the spirit of a dead child who was a murderess.",0.492197,/yKro7GVyi6Mj7CQBM4YpE3xxJwu.jpg,"[{'name': 'Italian International Film', 'id': 1429}, {'name': 'Magdalena Produzione', 'id': 25151}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",4/22/75,0,90,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Keep telling yourself: ""She's not just a child""...",The Night Child,FALSE,5.9,8
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,112454,tt1780798,en,Clown,"A loving father finds a clown suit for his son's birthday party, only to realize the suit is part of an evil curse that turns its wearer into a killer.",6.428814,/aTfKAWmhWr8G13UG10KOedlh19A.jpg,"[{'name': 'Zed Filmworks', 'id': 4080}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Vertebra Films', 'id': 18144}, {'name': 'PS 260', 'id': 37366}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/13/14,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The kids aren't alright,Clown,FALSE,5.3,372
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,85025,tt1568863,en,Memory Lane,"August in Paris' suburbs, 7 friends are gathered to spend a week in the city where they grew up. The city is empty and the days pass by under a deep blue sky.Each of them has a reason to be there: some still live there, some come back to see their family, some are searching their childhood, some want to escape boredom or eventually searching for love...They are all bearing the fact that these moments they are sharing are maybe the last ones...",0.24086,/5b8qz6hpcYMAKCn2oqmQ8GUdRhq.jpg,"[{'name': 'Les Films de la Grande Ourse', 'id': 42899}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",11/24/10,0,98,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Memory Lane,FALSE,5,2
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43871,tt0027345,en,Beloved Enemy,"Irish rebels launch an uprising against the British occupation of Ireland in the 1920s. One of the rebellion's leaders and a beautiful aristocratic Englishwoman meet and, despite the enormous class, cultural, political and social differences between them, fall in love.",0.668008,/9t356fxkTuLt7I4ufNNPt89tYlQ.jpg,"[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/25/36,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's a Bloody Killer!,Beloved Enemy,FALSE,6.3,2
FALSE,"{'id': 37261, 'name': 'The Carry On Collection', 'poster_path': '/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg', 'backdrop_path': '/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",,5065,tt0059014,en,Carry On Cowboy,"Stodge City is in the grip of the Rumpo Kid and his gang. Mistaken identity again takes a hand as a ""sanitary engineer"" (plumber) by the name of Marshal P. Knutt is mistaken for a law marshal! Being the conscientious sort, Marshal tries to help the town get rid of Rumpo, and a showdown is inevitable. Marshal has two aids - revenge-seeking Annie Oakley and his sanitary expertise",5.236409,/aCo9lpl3vSiTJPhnK9a3aiWDnPb.jpg,"[{'name': 'Peter Rogers Productions', 'id': 10265}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",3/1/66,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How the west was lost!,Carry On Cowboy,FALSE,6.1,30
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,27036,tt0041968,en,Too Late for Tears,"One night on a lonely highway, a speeding car tosses a satchel of money, meant for somebody else, into Jane and Alan Palmer's back seat. Alan wants to turn it over to the police, but Jane, with luxury within her reach, persuades him to hang onto it ""for a while."" Soon, the Palmers are traced by one Danny Fuller, a sleazy character who claims the money is his. To hang onto it, Jane will need all the qualities of an ultimate femme fatale...and does she ever have them!",1.167964,/zMIBqFSnyvOr6Thi3RtViicdCm5.jpg,"[{'name': 'Hunt Stromberg Productions', 'id': 5235}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/13/49,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,That's just to remind you... You're in a tough racket now!,Too Late for Tears,FALSE,6.7,13
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",,71910,tt0069273,en,Sitting Target,"Imprisoned Harry Lomart is a vicious, brute of a man and yet he is prepared to do his long jail term as he is confident that on his release his beautiful wife Pat will be waiting for him, but a visit from Pat brings him his worst nightmare.",0.235578,/6YJ4GFWqmWL98dCL1xjS19mWYyn.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/19/72,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Hit Man never stops till he scores.,Sitting Target,FALSE,7.2,6
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",,38198,tt0095386,fr,Itinéraire d'un enfant gâté,"A foundling, raised in the circus, Sam Lion becomes a businessman after a trapeze accident. However, when he reaches fifty and becomes tired of his responsibilities and of his son Jean-Philippe, he decides to disappear at sea. However, he runs into Albert Duvivier, one of his former employees. He comes to realise that he has ignored the important things in his life.",2.477377,/6yLgQZ1AnpDKeFB85VboCaLP0nV.jpg,"[{'name': 'Les Films 13', 'id': 1742}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",11/30/88,0,135,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Itinerary of a Spoiled Child,FALSE,7.6,23
FALSE,"{'id': 126166, 'name': 'The Delta Force Collection', 'poster_path': '/xt10SGPh35qrXrpWikFlVNRNZ7i.jpg', 'backdrop_path': '/coqZkrXTcqtDBcaQRpCGwcGsh6Y.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,26340,tt0101702,en,Delta Force 3: The Killing Game,A terrorist places an atom bomb somewhere in an American metropolis. The president of the U.S. has no other choice; he has to call Delta Force.,1.513073,/zfLC7PZA55SqNpfju4LrdfAXDBx.jpg,"[{'name': 'Global Pictures', 'id': 1978}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/91,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A new generation of action-adventure excitement!,Delta Force 3: The Killing Game,FALSE,2.5,9
FALSE,,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,5896,tt0086987,en,Bolero,Follows the tale of a young woman’s sexual awakening and subsequent journey around the world in pursuit of her ideal lover. Encounters include an Arabian sheik and a Spanish bullfighter. Her friend and butler accompany her and help to arrange her couplings.,1.456485,/atkfxwn1oelQYvtIWt7RtMr8rqV.jpg,"[{'name': 'Golan-Globus', 'id': 1445}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/31/84,8914881,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,An adventure in ecstasy.,Bolero,FALSE,3.4,23
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,8371,tt1205492,de,Guter Junge,No overview found.,0.019351,/2q6ws56dWYeput4Ux9kYEunsPeT.jpg,"[{'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",4/9/08,0,90,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Guter Junge,FALSE,0,0
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,108540,tt2275549,en,Bill W.,"William G. Wilson is co-founder of Alcoholics Anonymous, a man included in TIME Magazine's ""100 Persons of the 20th Century."" Interviews, recreations, and rare archival material reveal how Bill Wilson, a hopeless drunk near death from his alcoholism, found a way out of his own addiction and then forged a path for countless others to follow. With Bill as its driving force, A.A. grew from a handful of men to a worldwide fellowship of over 2 million men and women - a success that made him an icon within A.A., but also an alcoholic unable to be a member of the very society he had created. A reluctant hero, Bill Wilson lived a life of sacrifice and service, and left a legacy that continues every day, all around the world.",0.04353,/AqFoDRXdsR4anzYMyGaGFn77hjU.jpg,[],[],5/18/12,0,104,[],Released,,Bill W.,FALSE,5,1
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,79572,tt0069109,it,La polizia ringrazia,"Bertone is a moderately honest homicide cop. Unfortunately, the court system is so inept and corrupt that many more-or-less honest policemen have begun taking the law into their own hands. Between his efforts to thwart the growth of crime and to control his vengeful co-workers, homicide-chief Bertone has his hands full",0.074429,/AiSuPmHivIb6RZpK2QzLD0NIqUJ.jpg,"[{'name': 'P.A.C.', 'id': 1124}, {'name': 'Dieter Geissler Filmproduktion', 'id': 1766}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2/25/72,0,100,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Execution Squad,FALSE,7.5,2
